Issuer_Name,State_Abb,Jurisdiction_Type,Entity_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,lat,lng,formatted_address,place_id,location_type,geo_source,match_method
Acton Municipal Utility District,TX,SPECIAL_DISTRICT,Special district,Acton,Acton,32.4276733,-97.6715393,"6420 Lusk Branch Ct, Granbury, TX 76049, USA",ChIJAQAAAMAhToYRw59mm2S1xqk,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Alameda Community Facilities District,CA,CITY,Special district,Alameda,City of Alameda,36.778261,-119.4179324,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Alameda County Water District Financing Authority,CA,COUNTY,Authority/Agency,Alameda County,Alameda County,37.505726,-121.9606722,"43885 S Grimmer Blvd, Fremont, CA 94538, USA",ChIJ3UxtgzXBj4ARv0v6oNJwtTc,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Albany City School District/NY,NY,SCHOOL_DISTRICT,School district,Albany City,Albany City,40.7127753,-74.0059728,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Albuquerque Metropolitan Arroyo Flood Control Authority,NM,SPECIAL_DISTRICT,Regional commission,Albuquerque Metropolitan Area,Albuquerque Metropolitan Area,35.1078407,-106.613362,"2600 Prospect Ave NE, Albuquerque, NM 87107, USA",ChIJfdr3DLN0IocRpX6eBB3KdL4,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Alexandria Sanitation Authority,VA,CITY,Authority/Agency,Alexandria,City of Alexandria,38.8053594,-77.0429004,"301 King St, Alexandria, VA 22314, USA",ChIJsd4pxPewt4kR-FHg7JVNpws,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Alisal Union School District,CA,SCHOOL_DISTRICT,School district,Alisal Union,Alisal Union,36.6780554,-121.6050703,"155 Bardin Rd, Salinas, CA 93905, USA",ChIJiVlpimQHkoAR9u8ZRFw8svo,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Allegheny Valley Joint Sewage Authority,PA,MULTI_JURISDICTIONAL,Authority/Agency,Allegheny Valley,Allegheny Valley,40.5302136,-79.8482296,"2400 Freeport Rd, Pittsburgh, PA 15238, USA",ChIJEXYOwEGTNIgRk2qDgm4sPow,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
American Municipal Power Inc,OH,MULTI_JURISDICTIONAL,Public utility,"Multiple municipalities across OH, PA, MI, WV, KY, VA","Multiple municipalities across OH, PA, MI, WV, KY, VA",40.1035674,-82.9853513,"1111 Schrock Rd, Columbus, OH 43229, USA",ChIJQ8iD-q70OIgRZxuKuGJ6n0I,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Angelina & Neches River Authority,TX,STATE,State agency,Texas,State of Texas,30.2746652,-97.7403505,"1100 Congress Ave., Austin, TX 78701, USA",ChIJz42sFKC1RIYROdCVpyJXb8s,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Antelope Valley-East Kern Water Agency Financing Authority,CA,CITY,Financing authority,Antelope Valley-East Kern Water Agency,City of Antelope Valley-East Kern Water Agency,34.6293067,-118.2442398,"6500 W Ave N, Palmdale, CA 93551, USA",ChIJG41ua59ZwoAR9sVhHkGSggg,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Arcadia School District,WI,SCHOOL_DISTRICT,School district,Arcadia,Arcadia,44.25274049999999,-91.5015432,"Arcadia, WI 54612, USA",ChIJh8tX8sQi-YcRW9Kwmdq39tQ,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Arizona Board of Regents,AZ,STATE,Public university,Arizona,State of Arizona,33.4480967,-112.0970236,"1700 W Washington St, Phoenix, AZ 85007, USA",ChIJZaHOni0SK4cRroxWdOv1J3Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Arizona Industrial Development Authority,AZ,STATE,Development corporation,Arizona,State of Arizona,33.4480967,-112.0970236,"1700 W Washington St, Phoenix, AZ 85007, USA",ChIJZaHOni0SK4cRroxWdOv1J3Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Arizona State University,AZ,STATE,Public university,Arizona,State of Arizona,33.4480967,-112.0970236,"1700 W Washington St, Phoenix, AZ 85007, USA",ChIJZaHOni0SK4cRroxWdOv1J3Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Arkadelphia Water & Sewer System,AR,CITY,Department,Arkadelphia,City of Arkadelphia,34.2354138,-91.2891036,"Arkansas County, AR, USA",ChIJvSk16WO6LIYRMx6AWly-cBo,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Arkansas Development Finance Authority,AR,STATE,Financing authority,Arkansas,State of Arkansas,34.7469598,-92.28905,"500 Woodlane St, Little Rock, AR 72201, USA",ChIJlak53Fu70ocR-0-Av2EQh3c,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Atwater Elementary School District,CA,SCHOOL_DISTRICT,School district,Atwater Elementary,Atwater Elementary,37.356779,-120.6084832,"Atwater Elementary School District, CA, USA",ChIJs3TIWZ1skYARf7Z4uuKq5b4,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Bardstown Independent School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Bardstown,Bardstown,37.8173495,-85.4684971,"Bardstown Independent School District, KY 40004, USA",ChIJ2XUkvDFSaIgRgUlretOLzB4,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Bauer Landing Water Control & Improvement District,TX,SPECIAL_DISTRICT,Special district,Bauer Landing,Bauer Landing,30.0795089,-95.7697652,"22019 Lost Lantern Dr, Hockley, TX 77447, USA",ChIJnQGctb7VRoYRYdqMO2tXxPw,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Bay Area Toll Authority,CA,MULTI_JURISDICTIONAL,Authority/Agency,San Francisco Bay Area counties,San Francisco Bay Area counties,37.8271784,-122.2913078,"San Francisco Bay Area, CA, USA",ChIJtdeIpqODhYARqR9GV4QbiYw,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Beauregard Parish Waterworks District No 3,LA,COUNTY,Special district,"Beauregard Parish, LA","Beauregard Parish, LA",30.7611484,-93.3388917,"Beauregard Parish, LA, USA",ChIJne2kz1OmO4YRY3CVcmli9gU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Bell County Municipal Utility District No 1,TX,SPECIAL_DISTRICT,Special district,Bell County,Bell County,31.134411,-97.5247243,"Bell County, TX, USA",ChIJWQqIJGJGRYYR9aDqx3l4418,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Benton Washington Regional Public Water Authority,AR,MULTI_JURISDICTIONAL,Regional commission,Benton-Washington Region,Benton-Washington Region,36.3993548,-94.0357533,"15531 Woods Lodge Rd, Rogers, AR 72756, USA",ChIJ-Yhsm40iyYcR5F76OJNlFI4,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Berea Independent School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Berea,Berea,37.5697961,-84.2858121,"Berea Independent School District, KY 40403, USA",ChIJgX75I5LhQogRWodJ0NnHzHM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Berkeley County Building Commission,WV,COUNTY,Authority/Agency,"Berkeley County, WV","Berkeley County, WV",39.4885604,-78.0651931,"Berkeley County, WV, USA",ChIJhxGDcXMEyokRXwzuFXRfrp0,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Berkeley County Public Service District,WV,COUNTY,Special district,"Berkeley County, WV","Berkeley County, WV",39.4885604,-78.0651931,"Berkeley County, WV, USA",ChIJhxGDcXMEyokRXwzuFXRfrp0,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Berkeley County Public Service Sewer District,WV,COUNTY,Special District,"Berkeley County, WV","Berkeley County, WV",39.4885604,-78.0651931,"Berkeley County, WV, USA",ChIJhxGDcXMEyokRXwzuFXRfrp0,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Berkshire Wind Power Cooperative Corp,MA,MULTI_JURISDICTIONAL,Public utility,Berkshire County municipalities (MA),Berkshire County municipalities (MA),42.5431855,-73.318461,"Hancock, Berkshire County, Massachusetts, United States",,,Nominatim/OSM,EXACT_ISSUER
Berrien Springs Public Schools,MI,SCHOOL_DISTRICT,School district,Berrien Springs,Berrien Springs,41.96246319999999,-86.39847929999999,"Berrien Springs Public Schools, MI, USA",ChIJMVPgjzXREIgRQILPdtYvFOI,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Binghamton City School District,NY,SCHOOL_DISTRICT,School district,Binghamton City,Binghamton City,42.0992241,-75.911483,"Binghamton City School District, Binghamton, NY, USA",ChIJN16GOnrv2okRlMupKZSUHaU,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Bissonnet Municipal Utility District,TX,SPECIAL_DISTRICT,Special district,Bissonnet,Bissonnet,29.6760412,-95.5408021,"Bissonnet St, Texas, USA",ChIJAcHllMjCQIYRZYTQrDoitnU,GEOMETRIC_CENTER,GoogleGeocodingAPI,EXACT_ISSUER
Blythe Township Solid Waste Authority,PA,CITY,Authority/Agency,Blythe Township,Blythe Township,40.7328272,-76.1435915,"Blythe Township, PA, USA",ChIJH8rZbgTrxYkRLJzKoic2-lY,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Board of Governors of Colorado State University System,CO,STATE,Public university,Colorado,State of Colorado,39.73932509999999,-104.9848069,"200 E Colfax Ave, Denver, CO 80203, USA",ChIJGclBlCp5bIcRjwqRDQIXohI,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Board of Regents of the University of Texas System,TX,STATE,Public university,Texas,State of Texas,30.2746652,-97.7403505,"1100 Congress Ave., Austin, TX 78701, USA",ChIJz42sFKC1RIYROdCVpyJXb8s,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Board of Water Commissioners City & County of Denver/The,CO,CITY,Department,Denver,City of Denver,39.7392358,-104.990251,"Denver, CO, USA",ChIJzxcfI6qAa4cR1jaKJ_j0jhE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Borough of Grove City PA,PA,CITY,Direct government,Grove City,City of Grove City,41.15783769999999,-80.08867029999999,"Grove City, PA 16127, USA",ChIJhS4Vljd_M4gRDIn4WvahVq4,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Borough of Stockertown PA,PA,CITY,Direct government,Stockertown,City of Stockertown,40.7539861,-75.2621228,"Stockertown, PA, USA",ChIJKbSkfzlpxIkRTgS86hla_MM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Boston Water & Sewer Commission,MA,CITY,Authority/Agency,Boston,City of Boston,42.360406,-71.057993,"1 City Hall Square, Boston, MA 02201, USA",ChIJLw8wo4Vw44kRWkWR0c03LH4,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Bourbon County Unified School District No 234-Fort Scott,KS,SCHOOL_DISTRICT,School district,Bourbon County,Bourbon County,37.8397626,-94.7082951,"Fort Scott, KS 66701, USA",ChIJlaF5ZMqhx4cRfIFrZIcqji4,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Boyd County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Boyd County,Boyd County,38.3172361,-84.56414699999999,"Scott County School District, KY, USA",ChIJFcUFGcI9QogRMZf5-FWA35g,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Brazoria County Industrial Development Corp,TX,COUNTY,Development corporation,Brazoria County,Brazoria County,29.2131857,-95.4777811,"Brazoria County, TX, USA",ChIJxwGSkgbpQIYRNcjQowMUR-Q,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Brazoria County Municipal Utility District No 55,TX,SPECIAL_DISTRICT,Special district,Brazoria County,Brazoria County,29.2131857,-95.4777811,"Brazoria County, TX, USA",ChIJxwGSkgbpQIYRNcjQowMUR-Q,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Brea Public Financing Authority,CA,CITY,Financing authority,Brea,City of Brea,33.916475,-117.9002918,"Brea, CA, USA",ChIJF4yeaIbU3IAR5EoElre1GBU,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Breckinridge County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Breckinridge County,Breckinridge County,37.7982002,-86.4592091,"Breckinridge County School District, KY, USA",ChIJFzpyX1wlb4gRd2Z-jNK9Hw0,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Brick Township Board Of Education,NJ,SCHOOL_DISTRICT,School district,Brick Township,Brick Township,40.06074479999999,-74.14058849999999,"Brick Township, NJ, USA",ChIJK1ETe6qCwYkRawwowPe-iYE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Brick Township Municipal Utilities Authority/The,NJ,CITY,Authority/Agency,Brick Township,Brick Township,40.06074479999999,-74.14058849999999,"Brick Township, NJ, USA",ChIJK1ETe6qCwYkRawwowPe-iYE,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Brighton Township Municipal Authority,PA,CITY,Authority/Agency,Brighton Township,Brighton Township,40.70810280000001,-80.3769999,"Brighton Township, PA, USA",ChIJ4W5LngZuNIgRMyP-FhP547o,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Brunswick & Glynn County Development Authority,GA,COUNTY,Development corporation,Glynn County,Glynn County,31.1510919,-81.4878157,"Brunswick, GA, USA",ChIJaYAXMZTX5IgRXumNk8eYnTY,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Buena Regional School District,NJ,SCHOOL_DISTRICT,School district,Buena Regional,Buena Regional,39.500778,-74.89749250000001,"Buena Regional School District, NJ, USA",ChIJ7aFI8zXSwIkRC6iIXaXT-rc,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Buena Vista-Bethel Special Utiltiy District,TX,SPECIAL_DISTRICT,Special district,Buena Vista and Bethel area (TX),Buena Vista and Bethel area (TX),32.3254687,-96.956073,"312 S Oak Branch Rd, Waxahachie, TX 75167, USA",ChIJd07j_4z6ToYRINz4PZT6L8s,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Buffalo Sewer Authority,NY,CITY,Authority/Agency,Buffalo,City of Buffalo,42.8866194,-78.879325,"65 Niagara Square, Buffalo, NY 14202, USA",ChIJFfGAtUsS04kRD8nDuF-OP-c,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Bullitt County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Bullitt County,Bullitt County,38.3172361,-84.56414699999999,"Scott County School District, KY, USA",ChIJFcUFGcI9QogRMZf5-FWA35g,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Burgettstown-Smith Township Joint Sewerage Authority,PA,MULTI_JURISDICTIONAL,Authority/Agency,Burgettstown-Smith Township,Burgettstown-Smith Township,40.3862048,-80.3702471,"7 Columbia Dr, Burgettstown, PA 15021, USA",ChIJP-4bErJINIgRNYB9mAY_QK0,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Calera Waterworks Board,AL,CITY,Public utility,Calera,City of Calera,33.1080024,-86.7521015,"7901 US-31, Calera, AL 35040, USA",ChIJ3Ttrie0tiYgRSgCYH4Cfg6E,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Community Choice Financing Authority,CA,STATE,Financing authority,California,State of California,36.778261,-119.4179324,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
California Educational Facilities Authority,CA,STATE,Financing authority,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Enterprise Development Authority,CA,STATE,Development corporation,California,State of California,36.778261,-119.4179324,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
California Health Facilities Financing Authority,CA,STATE,Financing authority,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Housing Finance Agency,CA,STATE,Financing authority,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Infrastructure & Economic Development Bank,CA,STATE,Development corporation,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Municipal Finance Authority,CA,MULTI_JURISDICTIONAL,Financing authority,Multiple California cities,Multiple California cities,36.778261,-119.4179324,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
California Pollution Control Financing Authority,CA,STATE,Financing authority,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Public Finance Authority,CA,MULTI_JURISDICTIONAL,Financing authority,Multiple California cities,Multiple California cities,36.3298726,-119.6640046,"1400 W Lacey Blvd, Hanford, CA 93230, USA",ChIJhwMD5JDDlIARq32jAhJ_aYI,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
California School Finance Authority,CA,STATE,Financing authority,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California State Public Works Board,CA,STATE,State agency,California,State of California,38.5765882,-121.4932368,"California State Capitol Museum, 1315 10th St, Sacramento, CA 95814, USA",ChIJldtsqgTWmoAR1aSB8REJQgU,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
California Statewide Communities Development Authority,CA,MULTI_JURISDICTIONAL,Financing authority,Multiple California cities and counties,Multiple California cities and counties,36.778261,-119.4179324,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Calleguas Municipal Water District,CA,SPECIAL_DISTRICT,Special district,Calleguas Municipal,Calleguas Municipal,34.2466501,-118.8322422,"2100 Olsen Rd, Thousand Oaks, CA 91360, USA",ChIJ2ZJun8sv6IARrbiVJp2L48Y,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Calloway County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Calloway County,Calloway County,36.6391346,-88.2071598,"Calloway County School District, KY, USA",ChIJC8849RZTeogRKlV2rVClSjU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Cambridge School District,WI,SCHOOL_DISTRICT,School district,Cambridge,Cambridge,42.9960166,-89.0370477,"Cambridge School District, WI, USA",ChIJuYDVIdBoBogR4vINIiJpRCg,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Capistrano Unified School District,CA,SCHOOL_DISTRICT,School district,Capistrano,Capistrano,33.5678489,-117.5965403,"Capistrano Unified School District, CA, USA",ChIJob1NPpLt3IAREjRFMVNdfWw,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Carlisle County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Carlisle County,Carlisle County,36.8206685,-88.9796776,"Carlisle County School District, KY, USA",ChIJzTh6TIWReYgRjXSddGcThmo,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Carroll County School District Finance Corp,KY,SCHOOL_DISTRICT,School district,Carroll County,Carroll County,38.6748355,-85.0649071,"Carroll County School District, KY, USA",ChIJRZDAPiMbaogR9bH_NrNbyg8,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Cazenovia Central School District,NY,SCHOOL_DISTRICT,School district,Cazenovia Central,Cazenovia Central,42.9482934,-75.8533954,"Cazenovia Central School District, NY, USA",ChIJZbZvaEKH2YkRB57gXqBiSiA,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Center School District No 58/MO,MO,SCHOOL_DISTRICT,School district,Center,Center,37.9642529,-91.8318334,"Missouri, USA",ChIJfeMiSNXmwIcRcr1mBFnEW7U,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Center-West Joint Sewer Authority,PA,MULTI_JURISDICTIONAL,Authority/Agency,Center-West,Center-West,41.2033216,-77.1945247,"Pennsylvania, USA",ChIJieUyHiaALYgRPbQiUEchRsI,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Central Arkansas Water,AR,MULTI_JURISDICTIONAL,Special district,Little Rock metro area,Little Rock metro area,34.7299384,-92.3221622,"Little Rock-North Little Rock-Conway Metropolitan Area, AR, USA",ChIJA0NuGWi70ocRcEXlUvHMiiU,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Central Columbia School District,PA,SCHOOL_DISTRICT,School district,Central Columbia,Central Columbia,41.0500241,-76.3868797,"Central Columbia School District, PA, USA",ChIJq1MEzGmBxYkRbsefuilzLAQ,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Central Puget Sound Regional Transit Authority,WA,MULTI_JURISDICTIONAL,Authority/Agency,"King, Snohomish, Pierce Counties (WA)","King, Snohomish, Pierce Counties (WA)",46.2481686,-122.7920554,"Headquarters, WA 98611, USA",ChIJoUIFkiwQlFQRWs2w3-WZzJQ,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Central Utah Water Conservancy District,UT,SPECIAL_DISTRICT,Special district,Central Utah,Central Utah,40.311066,-111.6611795,"1426 E 750 N St #400, Orem, UT 84097, USA",ChIJGfc89PqaTYcRq1rLrE77OD8,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Central Valley Water Reclamation Facility,UT,SPECIAL_DISTRICT,Special district,Central Valley,Central Valley,40.7036624,-111.9141353,"800 Central Valley Rd, South Salt Lake, UT 84119, USA",ChIJgSq9gRCLUocREroJwQI9ZWI,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Charleroi Area School District,PA,SCHOOL_DISTRICT,School district,Charleroi Area,Charleroi Area,40.1358316,-79.9416549,"Charleroi School District, PA, USA",ChIJ1Xa-URQDNYgRASO1XmdLMEU,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Charles River Pollution Control District,MA,MULTI_JURISDICTIONAL,Special district,Charles River watershed municipalities (MA),Charles River watershed municipalities (MA),42.23848975300842,-71.28734610680398,"Charles River, Massachusetts, USA",ChIJ63meK7F45IkRRZjNjplVYlo,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Charterwood Municipal Utility District,TX,SPECIAL_DISTRICT,Special district,Charterwood,Charterwood,30.0052312,-95.5709169,"Charterwood, TX 77070, USA",ChIJn3EIm4_SQIYRHMcmtbFRSis,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Cherokee County Water & Sewer Authority/AL,AL,COUNTY,Authority/Agency,"Cherokee County, AL","Cherokee County, AL",34.1665322,-85.684578,"Cherokee County, AL, USA",ChIJW8evmPRiiogROnAqHB76oCA,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
Cherokee Metropolitan District/CO,CO,MULTI_JURISDICTIONAL,Regional commission,Cherokee Metropolitan District,Cherokee Metropolitan District,38.8578582,-104.711281,"6250 Palmer Park Blvd, Colorado Springs, CO 80915, USA",ChIJ8WHOLEpGE4cRU7d0A5fLpDk,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Chicago Board of Education,IL,SCHOOL_DISTRICT,School district,Chicago,Chicago,41.8942604,-87.6251068,"100 E Erie St, Chicago, IL 60611, USA",ChIJpQ7iwKwsDogRmBxKQ3SvcV8,ROOFTOP,GoogleGeocodingAPI,FUZZY_UPJ
Chowchilla Public Financing Authority,CA,CITY,Financing authority,Chowchilla,City of Chowchilla,37.1229997,-120.2601754,"Chowchilla, CA 93610, USA",ChIJlX1AXvlXkYARjTPuHPbM2hM,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Chula Vista Municipal Financing Authority,CA,CITY,Financing authority,Chula Vista,City of Chula Vista,32.6405044,-117.0846946,"276 4th Ave, Chula Vista, CA 91910, USA",ChIJb8XBhPxN2YARJJZ6PWWthlo,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
City & County Honolulu HI Wastewater System Revenue,HI,CITY,Department,Honolulu,City of Honolulu,21.400298,-158.0477509,"Honolulu County, HI, USA",ChIJbweGsupCe3wRr22F3XdfxHg,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
City & County of Honolulu HI,HI,CITY,Direct government,Honolulu,City of Honolulu,21.400298,-158.0477509,"Honolulu County, HI, USA",ChIJbweGsupCe3wRr22F3XdfxHg,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
City & County of San Francisco CA,CA,CITY,Direct government,San Francisco,City of San Francisco,37.7749295,-122.4194155,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
City & County of San Francisco CA Community Facilities District No 2014-1,CA,CITY,Special district,San Francisco,City of San Francisco,37.7749295,-122.4194155,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
City of Albuquerque NM Refuse Removal & Disposal Revenue,NM,CITY,Direct government,Albuquerque,City of Albuquerque,36.342945,-119.806839,"Halls Corner, CA 93245, USA",ChIJ98DhSOm_lIARC7wfJN-ZAs0,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
City of Anacortes WA Utility System Revenue,WA,CITY,Direct government,Anacortes WA,City of Anacortes WA,48.51756,-122.61182,"Anacortes City Hall, Anacortes, WA 98221, USA",ChIJg0EpNOF5hVQRh_fw6jFXJio,GEOMETRIC_CENTER,GoogleGeocodingAPI,FUZZY_ISSUER
City of Asheville NC Water System Revenue,NC,CITY,Direct government,Asheville NC,City of Asheville NC,35.5954562,-82.54838,"Asheville, NC 28801, USA",ChIJqRmB-FjzWYgRYDYnEB399WA,GEOMETRIC_CENTER,GoogleGeocodingAPI,FUZZY_ISSUER
City of Atlanta GA Airport Passenger Facility Charge,GA,CITY,Direct government,Atlanta GA,City of Atlanta GA,33.7484101,-84.39027279999999,"55 Trinity Ave SW, Atlanta, GA 30303, USA",ChIJVXmrooQD9YgR5MmI7jotin0,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
City of Atlanta GA Department of Aviation,GA,CITY,Department,Atlanta GA,City of Atlanta GA,33.7484101,-84.39027279999999,"55 Trinity Ave SW, Atlanta, GA 30303, USA",ChIJVXmrooQD9YgR5MmI7jotin0,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
City of Atlanta GA Water & Wastewater Revenue,GA,CITY,Direct government,Atlanta GA,City of Atlanta GA,33.7484101,-84.39027279999999,"55 Trinity Ave SW, Atlanta, GA 30303, USA",ChIJVXmrooQD9YgR5MmI7jotin0,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
